ID,Name
"DIAMD_NOM","Durchmesser D [inch] (Nom)"
"LIFEL80B50","Nutzlebensdauer L80B50"
"LUMFLUXT15","Lichtstrom-Neuwert bei 15°C"
"BATTGUARVIGN","Batteriespannung garantierte Zündung"
"OUTPEAKVL_MAX","Ausgangsspannungsspitze (max.)"
"LIFE50FAIL_MAX","Lebensdauer bis 50 % Ausfall (max.)"
"OPCIRCVLT","Leerlaufspannung"
"LIFE50FAIL_MIN","Lebensdauer bis 50 % Ausfall (min.)"
"LIFE50FAIL_NOM","Lebensdauer bis 50 % Ausfall (Nom)"
"IGNWSOFTIM_NOM","Zündungsausschaltzeit (Nom)"
"LUMFLUXT25","Lichtstrom-Neuwert bei 25°C"
"IGNWSOFTIM_MAX","Zündungsausschaltzeit (max.)"
"HIPOTTE1MI","Hipot-Test (1 Minute)"
"VOLTINPAC","Eingangsspannung (AC)"
"UVC","UV C"
"OPCIRCVLTTST","Leerlaufspannung Test (Volt)"
"UVA","UV A"
"PWRLOSS_NOM","Verlustleistung (Nom)"
"LAMPPWR","Lampenleistung"
"OUTPPWR_NOM","Ausgangsleistung (Nom)"
"LINEFREQ","Eingangsfrequenz"
"OUTPPWR_MAX","Ausgangsleistung (max.)"
"PLA-TL5","Lampenleistung für TL5"
"INPUTPWR3H","Systemleistung 3 Std. Batterie"
"ANBDIAM","Anodengrundkreisdurchmesser"
"FOOTNOTEI4","Fußnote Glühlampen 4"
"SO-CRID25_MIN","Farbwiedergabeindex (SO) (min.)"
"SO-CRID25_NOM","Farbwiedergabeindex (SO) (Nom)"
"LMAIN10000_NOM","Restlichtstrom 10000 Std. (Nom)"
"CONTYPECTR","Anschlussklemme Steuerungseingang"
"LIFTCASM10","Nutzlebenszeit bei T-Gehäuse -10°C"
"LUMFLUXT45","Lichtstrom-Neuwert bei 45°C"
"TIMEIGNITE_MIN","Zündzeit (min.)"
"PHOSTEMP","Phosphor-Temperatur"
"TIMEIGNITE_NOM","Zündzeit (Nom)"
"TIMEIGNITE_MAX","Zündzeit (max.)"
"LIFTCAS10","Nutzlebenszeit bei T-Gehäuse +10°C"
"ACTTEMPPRT","Aktiver Temperaturschutz"
"NMCB","Max Anzahl pro Sicherungsautomat"
"LMPPWRTOL","Toleranz Lampenleistung"
"LOUT5SEC","Nomineller Lichtstrom nach 5 Sekunden"
"WCSBALCTC","Vorschaltgeräte-Leiterquerschnitt"
"MS","Master/Slave Einheit"
"BALLUMEF","Lichtausbeute Vorschaltgerät"
"PWRLOSS_MAX","Verlustleistung (max.)"
"LUMFLUXT35","Lichtstrom-Neuwert bei 35°C"
"UVB","UV B"
"DEFOUTCUR","Standard-Ausgangsstrom"
"INPUTPWR1H","Systemleistung 1 Std. Batterie"
"CTRLINT","Steuerungsschnittstelle"
"STNDHARMCS","Oberschwingungen"
"GASFIL","Gasfüllung"
"BATTCPCTY","Batterieleistung"
"LI50PR_MAX","Lebensdauer bis 50 % Ausfall vorgeheizt (max.)"
"PPFMAIN2K","PPF-Wartung 2000 Std."
"CORESIZE","Kerngröße"
"LI50PR_MIN","Lebensdauer bis 50 % Ausfall vorgeheizt (min.)"
"PLA-CPOCDM","Lampenleistung für CPO-CDM"
"BEAMDESCR","Lichtaustritt"
"HOUSCONF","Gehäusekonfiguration"
"TEMBULB_MIN","Kolbentemperatur (min.)"
"CATHBDIAM","Kathodengrundkreisdurchmesser"
"LI50PR_NOM","Lebensdauer bis 50 % Ausfall vorgeheizt (Nom)"
"PWRLOSS127","Energieverlust bei 127 V"
"TRUNKLGTH","Tragschienenlänge"
"TEMBULB_NOM","Kolbentemperatur (Nom)"
"TEMBULB_MAX","Kolbentemperatur (max.)"
"LMAIN10000_MIN","Restlichtstrom 10000 Std. (min.)"
"PLXTHEIGHT","Pfahlverlängerungshöhe"
"PSY-TL5ECO","Systemleistung für TL5 ECO"
"WCSOUTTERM","Leitungsquerschnitt sekundär"
"FOOTNOTEI1","Fußnote Glühlampen 1"
"LMAIN10000_MAX","Restlichtstrom 10000 Std. (max.)"
"PPFMAIN4K","PPF-Wartung 4000 Std."
"REGLEVEL","Dimmbereich"
"R9","Gesättigtes Rot"
"PPFMAIN5K","PPF-Wartung 5000 Std."
"OUTPISOLTN","Ausgangsisolierung"
"FOOTNOTEI2","Fußnote Glühlampen 2"
"STNDSAFETY","Sicherheitsstandard"
"COMM.INTROFP","Einführungstext für Endprodukt, überschreibt CF"
"LAMPTYP","Lampentyp"
"REFNECTEMP_MAX","Reflektorhalstemperatur (max.)"
"XUCDM.COMM.INTROFP","Einführungstext für Endprodukt für den Export"
"DECOACC","Dekoratives Zubehör"
"ARMLENGTH","Ausleger Länge"
"PSE-MARK","PSE-Zeichen"
"INCURWOPFC","Eingangsstrom ohne PF-Ausgleich"
"CERTIFICATION-MARKS","Zertifizierungen"
"WORDISTAN","Arbeitsabstand WD"
"CAPHEIG","Kondensatorhöhe"
"SYSPEM25N","Systemleistung KVG 25°C, Nom"
"CAPLEW_NOM","Kappenlänge U (Nom)"
"CAPLEW_MAX","Kappenlänge U (Max)"
"TIME90LF","Lebensdauer bis 90 % Restlichtstrom"
"TRUNKSPOT","Strahler für Tragschienen"
"LLMFENDL_NOM","Restlichtstrom am Ende der Nennlebensdauer (Nom)"
"PLO-TL5ECO","Energieverlust für TL5 ECO"
"FOOTNOTEHID1","Fußnoten HID 1"
"FINISH","Veredlung"
"CAPLEW_MIN","Kappenlänge U (Min)"
"LDISTR","Lichtverteilung"
"ENDPWRCLO","Leistungsaufnahme Konstantlichtstrom am Ende der Lebensdauer"
"PRT-SON","Lampen-Nennleistung für SON"
"REFLMAT","Reflektor-Material"
"PFC","Product Family Code"
"FOOTNOTEHID2","Fußnoten HID 2"
"LLMFENDL_MIN","Restlichtstrom am Ende der Nennlebensdauer (min.)"
"INITPWRCLO","Leistungsaufnahme Konstantlichtstrom bei Installation"
"MDCSINK_MAX","DALI-Strom (max)"
"LUMFL6500K","Lichtstrom-Neuwert"
"ECCENTRIC_MAX","Exzentrizität (max.)"
"LIFCODE","LIF-Code"
"DIMLUMFLUX","Lichtstrom beim Dimmen"
"LIFE90SURV","Ø  Lebensdauer 10% Ausfallrate"
"INLENGTH","Innenlänge"
"COLCOD","Farbcode"
"SOLUMFD25_NOM","Lichtstrom (SO) (Nom)"
"STNDPERFMC","Leistungsstandards"
"LIFE10FAIL_MAX","Lebensdauer bis 10 % Ausfall (max.)"
"LMAIN70","Lebensdauer bis 70 % Restlichtstrom"
"LUMEFFY","Initiale Leuchtenlichtausbeute"
"BTTVOLTGE","Batteriespannung"
"ERY320INC","Erythemwirks.Strahlung <lt/>=320nm"
"SOLUMFD25_MIN","Lichtstrom (SO) (min.)"
"PSY-PL-L","Systemleistung für PL-L"
"LIFE10FAIL_MIN","Lebensdauer bis 10 % Ausfall (min.)"
"LIFE10FAIL_NOM","Lebensdauer bis 10 % Ausfall (Nom)"
"PLA-TL-DE","Lampenleistung für TL-D ECO"
"LAMPPOS","Lampenposition"
"LUMFLUXTOL","Lichtstromtoleranz"
"NAMEEXT","Lampenversion"
"FAILRATE","Treiber-Ausfallrate bei 5000 Std."
"IGN","Zündgerät"
"DIAME2","Durchmesser E2"
"LLMF20000","LLMF 20k h Nenn-,Sockel ho."
"PLHEIGHT","Masthöhe"
"DIAME1","Befestigungslochdurchmesser E1"
"USEOUTDOOR","Für den Einsatz im Außenbereich geeignet"
"CTRINPPROT","Spannungsfestigkeit"
"THDEUR","Totale harmon. Verzerrung EUR"
"DIAMD1_NOM","Durchmesser D1 (Nom)"
"LIFE35US","Lebensdauer bis 35 % Ausfall"
"LMAIN5000_MIN","Restlichtstrom 5000 Std. (min.)"
"DIAMD1_MAX","Durchmesser D1 (Max)"
"EEI","Energieeffizienzindex"
"BALL-MARK","Schlagfestigkeit gegen Bälle"
"LMAIN20000","Restlichtstrom 20000 Std. (Nom)"
"COLDESIG","Lichtfarbe"
"PLTOPDIAM","Mastzopfdurchmesser"
"MNSVOLTSAC","Sicherheit mit Netzspannung (AC)"
"TREF","Top-Reflektor"
"DIAMD2","Durchmesser"
"FAILL90B50","Plötzlicher Ausfallwert für L90B50"
"LOAC1_NOM","Gesamtlänge (Kolbenrand) C1 (Nom)"
"LOAC1_MAX","Gesamtlänge (Kolbenrand) C1 (Max)"
"INCURWID","Einschaltstromweite"
"THERMRES_MAX","Zugelassene thermische Widerstandsfähigkeit bei 25°C (max.)"
"PRT-SOX","Lampen-Nennleistung für SOX"
"PSY-SON","Systemleistung für SON"
"BATTCHTIME","Batterieladezeit"
"LENGTH","Länge"
"INRCURPEAK_MAX","Einschaltstrom (max.)"
"IKC","Schlagfestigkeit (IK)"
"BATTVIGN","Batteriespannung Lampenzündung"
"SUITACCL","Geeignet für Akzentbeleuchtung"
"NONRECV_MIN","Primärspannung (min.)"
"PSY-SOX","Systemleistung für SOX"
"INRCURPEAK_NOM","Einschaltstromstoß (Nom)"
"PSY-CPOCDM","Systemleistung für CPO-CDM"
"LMAIN5000_NOM","Restlichtstrom 5000 Std. (Nom)"
"FLENA2","Befestigungslochabst. A2 Länge"
"OVVOLTPR276","Überspannungsschutz 276 Vac"
"CVRFINISH","Veredelung optische Abdeckung/Linse"
"LMAIN5000_MAX","Restlichtstrom 5000 Std. (max.)"